file_path,mean_score,bg_mean,sig_mean,sbr_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G6_500nM_BT549_site4_FITC_Day1.png,40.0,34.0,83.0,2.441
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G6_500nM_BT549_site4_FITC_Day2.png,56.91,54.0,87.0,1.611
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G6_500nM_BT549_site4_TRITC_Day0.png,53.72,50.0,88.0,1.76
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G6_500nM_BT549_site4_TRITC_Day1.png,81.89,82.0,122.0,1.488
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G6_500nM_BT549_site4_TRITC_Day2.png,31.87,26.0,68.0,2.615
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site1_FITC_Day0.png,18.85,17.0,33.0,1.941
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site1_FITC_Day1.png,21.47,16.0,54.0,3.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site1_FITC_Day2.png,9.48,6.0,29.0,4.833
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site1_TRITC_Day0.png,13.14,11.0,30.0,2.727
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site1_TRITC_Day1.png,33.92,30.0,66.0,2.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site1_TRITC_Day2.png,11.36,8.0,30.0,3.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site2_FITC_Day0.png,20.33,18.0,36.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site2_FITC_Day1.png,13.29,11.0,30.0,2.727
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site2_FITC_Day2.png,22.7,18.0,55.0,3.056
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site2_TRITC_Day0.png,11.91,9.0,28.0,3.111
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site2_TRITC_Day1.png,20.22,18.0,36.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site2_TRITC_Day2.png,31.97,28.0,62.0,2.214
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site3_FITC_Day0.png,7.66,6.0,17.0,2.833
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site3_FITC_Day1.png,20.07,15.0,52.0,3.467
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site3_FITC_Day2.png,22.98,17.0,60.0,3.529
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site3_TRITC_Day0.png,6.54,4.0,18.0,4.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site3_TRITC_Day1.png,26.31,22.0,56.0,2.545
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site3_TRITC_Day2.png,32.58,27.0,69.0,2.556
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site4_FITC_Day0.png,16.53,13.0,42.0,3.231
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site4_FITC_Day1.png,13.55,8.0,40.0,5.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site4_FITC_Day2.png,13.47,10.0,35.0,3.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site4_TRITC_Day0.png,12.68,8.0,42.0,5.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site4_TRITC_Day1.png,16.68,12.0,40.0,3.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_250nM_BT549_site4_TRITC_Day2.png,17.09,14.0,38.0,2.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site1_FITC_Day0.png,17.92,16.0,32.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site1_FITC_Day1.png,9.23,7.0,24.0,3.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site1_FITC_Day2.png,13.22,9.0,36.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site1_TRITC_Day0.png,12.05,10.0,28.0,2.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site1_TRITC_Day1.png,10.26,8.0,22.0,2.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site1_TRITC_Day2.png,16.32,13.0,37.0,2.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site2_FITC_Day0.png,17.35,15.0,30.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site2_FITC_Day1.png,13.22,10.0,38.0,3.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site2_FITC_Day2.png,18.44,13.0,50.0,3.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site2_TRITC_Day0.png,13.43,11.0,27.0,2.455
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site2_TRITC_Day1.png,17.25,14.0,40.0,2.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site2_TRITC_Day2.png,21.55,17.0,51.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site3_FITC_Day0.png,10.15,7.0,28.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site3_FITC_Day1.png,17.75,10.0,55.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site3_FITC_Day2.png,24.1,19.0,58.0,3.053
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site3_TRITC_Day0.png,13.02,8.0,42.0,5.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site3_TRITC_Day1.png,17.32,11.0,48.0,4.364
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site3_TRITC_Day2.png,26.99,23.0,57.0,2.478
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site4_FITC_Day0.png,17.28,12.0,50.0,4.167
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site4_FITC_Day1.png,16.17,8.0,66.0,8.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site4_FITC_Day2.png,18.0,12.0,53.0,4.417
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site4_TRITC_Day0.png,14.87,9.0,51.0,5.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site4_TRITC_Day1.png,17.73,11.0,62.0,5.636
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G7_500nM_BT549_site4_TRITC_Day2.png,20.09,15.0,51.0,3.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site1_FITC_Day0.png,116.93,117.0,160.0,1.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site1_FITC_Day1.png,39.86,38.0,62.0,1.632
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site1_FITC_Day2.png,98.64,101.0,134.0,1.327
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site1_TRITC_Day0.png,120.88,124.0,155.0,1.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site1_TRITC_Day1.png,107.48,106.0,137.0,1.292
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site1_TRITC_Day2.png,53.58,50.0,92.0,1.84
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site2_FITC_Day0.png,38.08,37.0,51.0,1.378
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site2_FITC_Day1.png,39.43,38.0,57.0,1.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site2_FITC_Day2.png,89.04,91.0,119.0,1.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site2_TRITC_Day0.png,77.59,79.0,103.0,1.304
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site2_TRITC_Day1.png,84.85,83.0,115.0,1.386
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site2_TRITC_Day2.png,38.35,34.0,66.0,1.941
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site3_FITC_Day0.png,72.27,68.0,116.0,1.706
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site3_FITC_Day1.png,41.82,38.0,72.0,1.895
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site3_FITC_Day2.png,98.48,98.0,137.0,1.398
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site3_TRITC_Day0.png,114.92,116.0,155.0,1.336
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site3_TRITC_Day1.png,83.86,83.0,113.0,1.361
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site3_TRITC_Day2.png,52.01,48.0,93.0,1.937
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site4_FITC_Day0.png,38.16,36.0,67.0,1.861
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site4_FITC_Day1.png,51.05,46.0,91.0,1.978
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site4_FITC_Day2.png,88.61,87.0,122.0,1.402
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site4_TRITC_Day0.png,79.74,79.0,108.0,1.367
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site4_TRITC_Day1.png,87.64,87.0,124.0,1.425
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_250nM_BT549_site4_TRITC_Day2.png,47.04,41.0,88.0,2.146
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site1_FITC_Day0.png,58.62,58.0,80.0,1.379
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site1_FITC_Day1.png,26.77,24.0,43.0,1.792
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site1_FITC_Day2.png,48.54,46.0,79.0,1.717
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site1_TRITC_Day0.png,94.66,92.0,128.0,1.391
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site1_TRITC_Day1.png,61.93,59.0,87.0,1.475
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site1_TRITC_Day2.png,23.24,17.0,56.0,3.294
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site2_FITC_Day0.png,30.85,29.0,42.0,1.448
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site2_FITC_Day1.png,32.37,27.0,68.0,2.519
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site2_FITC_Day2.png,75.3,76.0,107.0,1.408
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site2_TRITC_Day0.png,71.16,69.0,98.0,1.42
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site2_TRITC_Day1.png,65.19,65.0,97.0,1.492
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site2_TRITC_Day2.png,35.8,32.0,71.0,2.219
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site3_FITC_Day0.png,28.95,24.0,61.0,2.542
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site3_FITC_Day1.png,32.18,25.0,75.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site3_FITC_Day2.png,51.41,49.0,74.0,1.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site3_TRITC_Day0.png,56.25,55.0,80.0,1.455
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site3_TRITC_Day1.png,59.18,57.0,95.0,1.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site3_TRITC_Day2.png,22.65,19.0,45.0,2.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site4_FITC_Day0.png,21.46,17.0,46.0,2.706
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site4_FITC_Day1.png,29.3,24.0,66.0,2.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site4_FITC_Day2.png,70.15,68.0,98.0,1.441
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site4_TRITC_Day0.png,58.76,57.0,88.0,1.544
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site4_TRITC_Day1.png,71.5,69.0,105.0,1.522
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G8_500nM_BT549_site4_TRITC_Day2.png,32.14,27.0,65.0,2.407
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site1_FITC_Day0.png,21.41,21.0,29.0,1.381
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site1_FITC_Day1.png,68.56,69.0,98.0,1.42
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site1_FITC_Day2.png,21.31,17.0,47.0,2.765
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site1_TRITC_Day0.png,63.46,65.0,82.0,1.262
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site1_TRITC_Day1.png,27.72,25.0,53.0,2.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site1_TRITC_Day2.png,54.28,54.0,81.0,1.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site2_FITC_Day0.png,24.41,20.0,52.0,2.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site2_FITC_Day1.png,69.06,70.0,100.0,1.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site2_FITC_Day2.png,22.53,18.0,52.0,2.889
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site2_TRITC_Day0.png,74.26,74.0,103.0,1.392
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site2_TRITC_Day1.png,24.71,21.0,49.0,2.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site2_TRITC_Day2.png,52.5,49.0,80.0,1.633
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site3_FITC_Day0.png,24.3,21.0,49.0,2.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site3_FITC_Day1.png,72.24,70.0,101.0,1.443
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site3_FITC_Day2.png,16.48,13.0,33.0,2.538
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site3_TRITC_Day0.png,69.19,66.0,94.0,1.424
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site3_TRITC_Day1.png,23.66,20.0,49.0,2.45
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site3_TRITC_Day2.png,44.15,44.0,63.0,1.432
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site4_FITC_Day0.png,31.77,26.0,72.0,2.769
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site4_FITC_Day1.png,52.01,50.0,78.0,1.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site4_FITC_Day2.png,27.01,23.0,56.0,2.435
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site4_TRITC_Day0.png,77.78,78.0,114.0,1.462
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site4_TRITC_Day1.png,19.96,15.0,43.0,2.867
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_250nM_BT549_site4_TRITC_Day2.png,64.69,62.0,95.0,1.532
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site1_FITC_Day0.png,21.62,19.0,45.0,2.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site1_FITC_Day1.png,54.15,51.0,80.0,1.569
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site1_FITC_Day2.png,16.76,11.0,45.0,4.091
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site1_TRITC_Day0.png,46.99,46.0,69.0,1.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site1_TRITC_Day1.png,21.28,17.0,49.0,2.882
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site1_TRITC_Day2.png,39.31,37.0,66.0,1.784
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site2_FITC_Day0.png,18.13,16.0,36.0,2.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site2_FITC_Day1.png,34.94,31.0,62.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site2_FITC_Day2.png,18.47,13.0,48.0,3.692
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site2_TRITC_Day0.png,50.97,51.0,71.0,1.392
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site2_TRITC_Day1.png,17.13,12.0,51.0,4.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site2_TRITC_Day2.png,37.67,34.0,66.0,1.941
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site3_FITC_Day0.png,16.86,11.0,48.0,4.364
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site3_FITC_Day1.png,33.88,31.0,62.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site3_FITC_Day2.png,17.31,14.0,40.0,2.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site3_TRITC_Day0.png,43.14,40.0,71.0,1.775
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site3_TRITC_Day1.png,16.01,11.0,46.0,4.182
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site3_TRITC_Day2.png,35.53,33.0,58.0,1.758
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site4_FITC_Day0.png,18.1,13.0,49.0,3.769
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site4_FITC_Day1.png,41.82,40.0,72.0,1.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site4_FITC_Day2.png,14.79,11.0,39.0,3.545
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site4_TRITC_Day0.png,44.76,42.0,71.0,1.69
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site4_TRITC_Day1.png,19.0,13.0,51.0,3.923
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-G9_500nM_BT549_site4_TRITC_Day2.png,31.65,29.0,55.0,1.897
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site1_FITC_Day0.png,34.83,34.0,47.0,1.382
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site1_FITC_Day1.png,42.62,39.0,66.0,1.692
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site1_FITC_Day2.png,32.43,29.0,59.0,2.034
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site1_TRITC_Day0.png,90.32,89.0,119.0,1.337
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site1_TRITC_Day1.png,90.39,87.0,124.0,1.425
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site1_TRITC_Day2.png,74.09,72.0,103.0,1.431
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site2_FITC_Day0.png,15.09,14.0,24.0,1.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site2_FITC_Day1.png,49.3,47.0,78.0,1.66
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site2_FITC_Day2.png,36.52,34.0,65.0,1.912
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site2_TRITC_Day0.png,44.63,44.0,62.0,1.409
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site2_TRITC_Day1.png,96.41,98.0,131.0,1.337
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site2_TRITC_Day2.png,73.88,72.0,101.0,1.403
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site3_FITC_Day0.png,31.09,26.0,67.0,2.577
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site3_FITC_Day1.png,27.37,23.0,56.0,2.435
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site3_FITC_Day2.png,38.17,34.0,69.0,2.029
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site3_TRITC_Day0.png,73.12,69.0,104.0,1.507
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site3_TRITC_Day1.png,65.4,65.0,93.0,1.431
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site3_TRITC_Day2.png,80.04,78.0,108.0,1.385
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site4_FITC_Day0.png,30.67,26.0,65.0,2.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site4_FITC_Day1.png,22.31,19.0,45.0,2.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site4_FITC_Day2.png,18.48,15.0,35.0,2.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site4_TRITC_Day0.png,74.63,72.0,107.0,1.486
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site4_TRITC_Day1.png,60.02,58.0,85.0,1.466
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_250nM_BT549_site4_TRITC_Day2.png,44.69,42.0,64.0,1.524
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site1_FITC_Day0.png,33.64,31.0,56.0,1.806
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site1_FITC_Day1.png,23.67,20.0,51.0,2.55
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site1_FITC_Day2.png,13.77,12.0,29.0,2.417
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site1_TRITC_Day0.png,72.51,70.0,102.0,1.457
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site1_TRITC_Day1.png,52.15,50.0,76.0,1.52
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site1_TRITC_Day2.png,31.25,31.0,45.0,1.452
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site2_FITC_Day0.png,20.0,17.0,46.0,2.706
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site2_FITC_Day1.png,16.86,14.0,37.0,2.643
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site2_FITC_Day2.png,20.64,14.0,54.0,3.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site2_TRITC_Day0.png,47.71,46.0,72.0,1.565
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site2_TRITC_Day1.png,37.62,35.0,57.0,1.629
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site2_TRITC_Day2.png,39.21,36.0,69.0,1.917
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site3_FITC_Day0.png,22.84,18.0,53.0,2.944
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site3_FITC_Day1.png,13.98,11.0,33.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site3_FITC_Day2.png,41.21,33.0,92.0,2.788
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site3_TRITC_Day0.png,49.92,49.0,77.0,1.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site3_TRITC_Day1.png,33.37,31.0,53.0,1.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site3_TRITC_Day2.png,73.98,70.0,112.0,1.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-H10_500nM_BT549_site4_FITC_Day0.png,21.55,15.0,62.0,4.133
