file_path,mean_score,bg_mean,sig_mean,sbr_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day0.png,30.51,28.0,53.0,1.893
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day1.png,15.8,13.0,37.0,2.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day2.png,34.43,30.0,68.0,2.267
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day0.png,25.23,20.0,64.0,3.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day1.png,36.67,34.0,61.0,1.794
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day2.png,30.38,25.0,63.0,2.52
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day1.png,22.38,19.0,46.0,2.421
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day0.png,42.46,39.0,76.0,1.949
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day2.png,44.31,42.0,74.0,1.762
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day0.png,8.68,7.0,17.0,2.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day1.png,28.81,24.0,66.0,2.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day2.png,9.17,7.0,22.0,3.143
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day0.png,13.8,12.0,21.0,1.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day1.png,19.13,13.0,58.0,4.462
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day2.png,12.57,11.0,25.0,2.273
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day0.png,22.83,21.0,30.0,1.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day1.png,23.77,20.0,51.0,2.55
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day2.png,24.23,18.0,60.0,3.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day0.png,34.6,33.0,47.0,1.424
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day1.png,17.21,12.0,48.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day2.png,35.85,32.0,69.0,2.156
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day0.png,12.96,9.0,35.0,3.889
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day1.png,31.71,26.0,67.0,2.577
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day2.png,20.62,15.0,54.0,3.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day0.png,17.45,14.0,37.0,2.643
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day1.png,22.13,16.0,59.0,3.687
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day2.png,26.25,22.0,57.0,2.591
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day0.png,13.92,9.0,38.0,4.222
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day1.png,23.34,19.0,48.0,2.526
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day2.png,13.67,10.0,37.0,3.7
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day0.png,20.42,17.0,44.0,2.588
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day1.png,15.82,10.0,43.0,4.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day2.png,20.2,17.0,42.0,2.471
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day0.png,51.51,50.0,77.0,1.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day1.png,69.9,67.0,96.0,1.433
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day2.png,59.87,54.0,103.0,1.907
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day0.png,91.23,93.0,124.0,1.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day1.png,104.73,105.0,142.0,1.352
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day2.png,98.05,96.0,138.0,1.437
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day0.png,65.89,66.0,92.0,1.394
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day1.png,26.45,25.0,38.0,1.52
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day2.png,52.9,50.0,82.0,1.64
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day0.png,113.14,113.0,149.0,1.319
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day1.png,65.09,64.0,87.0,1.359
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day2.png,91.66,93.0,122.0,1.312
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day0.png,43.93,43.0,67.0,1.558
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day1.png,31.9,30.0,50.0,1.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day2.png,40.8,37.0,65.0,1.757
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day0.png,84.41,81.0,114.0,1.407
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day1.png,72.43,73.0,96.0,1.315
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day2.png,86.72,89.0,116.0,1.303
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day0.png,30.07,28.0,46.0,1.643
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day1.png,31.49,29.0,51.0,1.759
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day2.png,72.29,70.0,108.0,1.543
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day0.png,70.54,68.0,96.0,1.412
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day1.png,73.09,74.0,98.0,1.324
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day2.png,99.51,101.0,134.0,1.327
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day0.png,22.71,21.0,35.0,1.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day1.png,21.93,19.0,42.0,2.211
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day2.png,53.23,50.0,84.0,1.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day0.png,49.78,48.0,67.0,1.396
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day1.png,59.36,60.0,81.0,1.35
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day2.png,103.63,102.0,140.0,1.373
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day0.png,42.4,38.0,78.0,2.053
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day1.png,31.23,27.0,60.0,2.222
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day2.png,41.49,38.0,74.0,1.947
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day0.png,81.47,79.0,116.0,1.468
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day1.png,73.7,74.0,102.0,1.378
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day2.png,75.54,74.0,108.0,1.459
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day0.png,38.59,36.0,65.0,1.806
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day1.png,27.61,24.0,52.0,2.167
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day2.png,27.78,25.0,51.0,2.04
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day0.png,75.65,76.0,104.0,1.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day1.png,58.31,58.0,84.0,1.448
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day2.png,63.39,62.0,93.0,1.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day0.png,22.75,20.0,40.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day1.png,38.89,34.0,74.0,2.176
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day2.png,45.02,40.0,82.0,2.05
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day0.png,50.14,48.0,70.0,1.458
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day1.png,73.0,70.0,107.0,1.529
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day2.png,78.45,75.0,115.0,1.533
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day0.png,7.19,5.0,20.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day1.png,13.5,6.0,52.0,8.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day2.png,28.8,17.0,89.0,5.235
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day0.png,7.92,6.0,17.0,2.833
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day1.png,14.34,8.0,47.0,5.875
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day2.png,8.28,5.0,23.0,4.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day0.png,8.88,5.0,32.0,6.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day1.png,9.23,4.0,35.0,8.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day2.png,21.59,16.0,60.0,3.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day0.png,8.07,5.0,22.0,4.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day1.png,6.85,4.0,20.0,5.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day2.png,22.34,17.0,58.0,3.412
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day0.png,18.78,7.0,77.0,11.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day1.png,14.08,5.0,60.0,12.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day2.png,19.98,11.0,69.0,6.273
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day0.png,10.43,5.0,38.0,7.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day1.png,14.97,8.0,54.0,6.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day2.png,11.14,7.0,34.0,4.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day0.png,10.96,5.0,43.0,8.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day1.png,18.72,11.0,64.0,5.818
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day2.png,19.48,12.0,63.0,5.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day0.png,13.59,9.0,42.0,4.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day1.png,15.99,11.0,49.0,4.455
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day0.png,17.25,7.0,78.0,11.143
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day2.png,21.56,15.0,62.0,4.133
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day1.png,25.85,14.0,97.0,6.929
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day2.png,37.93,26.0,116.0,4.462
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day0.png,12.66,6.0,50.0,8.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day1.png,9.55,5.0,33.0,6.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day2.png,23.45,16.0,69.0,4.312
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day0.png,13.6,7.0,49.0,7.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day1.png,20.54,7.0,87.0,12.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day2.png,23.61,11.0,86.0,7.818
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day0.png,7.42,4.0,22.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day1.png,18.07,9.0,68.0,7.556
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day2.png,11.95,7.0,39.0,5.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day0.png,27.53,9.0,122.0,13.556
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day1.png,29.04,16.0,105.0,6.562
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day2.png,23.17,12.0,83.0,6.917
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day0.png,10.17,4.0,41.0,10.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day1.png,21.6,13.0,72.0,5.538
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day2.png,24.64,14.0,81.0,5.786
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day0.png,30.48,14.0,113.0,8.071
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day2.png,25.47,13.0,94.0,7.231
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day1.png,34.04,18.0,129.0,7.167
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day0.png,19.08,9.0,67.0,7.444
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day1.png,15.8,9.0,55.0,6.111
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day2.png,15.31,8.0,52.0,6.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_FITC_Day0.png,6.11,5.0,17.0,3.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_FITC_Day1.png,21.92,14.0,67.0,4.786
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_FITC_Day2.png,40.55,33.0,87.0,2.636
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_TRITC_Day0.png,10.13,9.0,20.0,2.222
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_TRITC_Day1.png,32.06,25.0,74.0,2.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site1_TRITC_Day2.png,29.27,21.0,79.0,3.762
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_FITC_Day0.png,20.28,14.0,66.0,4.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_FITC_Day1.png,17.32,10.0,56.0,5.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_FITC_Day2.png,30.71,24.0,70.0,2.917
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_TRITC_Day0.png,27.06,22.0,68.0,3.091
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_TRITC_Day1.png,23.04,17.0,60.0,3.529
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site2_TRITC_Day2.png,22.52,15.0,63.0,4.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_FITC_Day0.png,21.09,11.0,66.0,6.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_FITC_Day1.png,25.16,15.0,74.0,4.933
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_FITC_Day2.png,39.86,33.0,85.0,2.576
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_TRITC_Day0.png,27.53,19.0,70.0,3.684
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_TRITC_Day1.png,31.65,24.0,75.0,3.125
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site3_TRITC_Day2.png,31.64,25.0,78.0,3.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_FITC_Day0.png,21.73,14.0,68.0,4.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_FITC_Day1.png,23.99,15.0,73.0,4.867
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_FITC_Day2.png,38.08,31.0,88.0,2.839
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_TRITC_Day0.png,29.26,23.0,73.0,3.174
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_TRITC_Day1.png,30.07,22.0,76.0,3.455
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_250nM_BT549_site4_TRITC_Day2.png,30.8,22.0,83.0,3.773
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_FITC_Day0.png,16.27,7.0,68.0,9.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_FITC_Day1.png,13.21,8.0,44.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_FITC_Day2.png,22.61,16.0,57.0,3.562
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_TRITC_Day0.png,13.87,8.0,48.0,6.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_TRITC_Day1.png,14.11,10.0,40.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site1_TRITC_Day2.png,19.66,13.0,57.0,4.385
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_FITC_Day0.png,21.28,10.0,80.0,8.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_FITC_Day1.png,33.57,22.0,95.0,4.318
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_FITC_Day2.png,40.31,34.0,90.0,2.647
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_TRITC_Day0.png,24.85,15.0,80.0,5.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_TRITC_Day1.png,37.94,28.0,94.0,3.357
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site2_TRITC_Day2.png,37.85,31.0,91.0,2.935
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_FITC_Day0.png,21.39,11.0,73.0,6.636
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_FITC_Day1.png,33.02,24.0,85.0,3.542
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_FITC_Day2.png,23.4,18.0,58.0,3.222
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_TRITC_Day0.png,23.58,15.0,69.0,4.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_TRITC_Day1.png,23.11,17.0,56.0,3.294
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site3_TRITC_Day2.png,26.99,20.0,71.0,3.55
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_FITC_Day0.png,20.27,10.0,79.0,7.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_FITC_Day1.png,17.84,10.0,59.0,5.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_FITC_Day2.png,39.37,33.0,90.0,2.727
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_TRITC_Day0.png,23.23,15.0,77.0,5.133
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_TRITC_Day1.png,17.35,11.0,50.0,4.545
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C2_500nM_BT549_site4_TRITC_Day2.png,36.21,30.0,90.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_FITC_Day0.png,32.23,29.0,60.0,2.069
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_FITC_Day1.png,12.9,9.0,33.0,3.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_FITC_Day2.png,8.99,6.0,21.0,3.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_TRITC_Day0.png,15.57,10.0,48.0,4.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_TRITC_Day1.png,30.83,28.0,50.0,1.786
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site1_TRITC_Day2.png,18.64,18.0,32.0,1.778
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_FITC_Day0.png,17.36,16.0,25.0,1.562
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_FITC_Day1.png,20.72,17.0,50.0,2.941
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_FITC_Day2.png,18.35,13.0,50.0,3.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_TRITC_Day0.png,6.31,5.0,13.0,2.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_TRITC_Day1.png,52.08,51.0,78.0,1.529
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site2_TRITC_Day2.png,35.06,32.0,61.0,1.906
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_FITC_Day0.png,20.37,17.0,38.0,2.235
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_FITC_Day1.png,9.7,6.0,27.0,4.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C3_250nM_BT549_site3_FITC_Day2.png,19.61,14.0,50.0,3.571
